datetime,position,seniority_number,birthdate,changes_id,serial_number,instructions
2020-04-19 21:00,1154,20106003,1967-11-26,34703,12322760,
2020-04-19 21:00,1152,20106001,1954-03-25,20914,12321865,
2020-04-19 21:00,1156,20106005,1981-02-03,386182,12322847,
2020-04-19 21:00,1153,20106002,1958-08-30,47891,12321729,
2020-04-19 21:00,1155,20106004,1990-05-20,423990,12323050,
2020-04-19 21:00,1157,20106006,1979-07-10,410795,12323203,
2020-04-19 21:00,894,20084001,1986-09-06,425275,12249119,
2020-04-19 21:00,639,20072020,1995-08-17,424729,12203140,
2020-04-19 21:00,779,20078041,1982-01-27,398203,12225935,
2020-04-19 21:00,698,20074018,1988-01-31,361595,12210979,
2020-04-19 21:00,1158,20107001,1985-09-17,414629,12326154,
2020-04-19 21:00,1160,20107003,1988-08-23,413835,12324592,
2020-04-19 21:00,1159,20107002,1978-12-09,16405,12325379,
2020-04-19 21:00,1165,20108005,1950-05-03,18867,12327849,
2020-04-19 21:00,1164,20108004,1964-05-28,327731,12329446,
2020-04-19 21:00,424,20065005,1997-08-21,415561,12172087,
2020-04-19 21:00,31,20050010,1980-12-30,421757,12101991,
2020-04-19 21:00,39,20050028,1979-05-21,393812,12100164,
2020-04-19 21:00,1166,20108006,1956-05-18,298132,12330163,
2020-04-19 21:00,1162,20108002,1972-06-03,29441,12329408,
2020-04-19 21:00,1163,20108003,1984-03-05,423568,12327626,
2020-04-19 21:00,1161,20108001,1974-05-10,415044,12327913,
2020-04-19 21:00,1170,20109004,1971-11-14,381826,12331473,
2020-04-19 21:00,1169,20109003,1986-07-08,414240,12333161,
2020-04-19 21:00,1167,20109001,1958-07-29,378528,12332390,
2020-04-19 21:00,1168,20109002,1985-02-01,417780,12330674,
2020-04-19 21:00,1171,20110001,1975-01-16,28125,12335507,
2020-04-19 21:00,1172,20110002,1954-12-03,302582,12335517,
2020-04-19 21:00,479,20066021,1959-08-19,415691,12179963,
2020-04-19 21:00,713,20077004,1983-12-01,407027,12223509,
2020-04-19 21:00,378,20063026,1974-11-02,30959,12164656,
2020-04-19 21:00,889,20083009,1969-01-22,425322,12244665,
2020-04-19 21:00,608,20071024,1964-05-01,425059,12199987,
2020-04-19 21:00,883,20083003,1968-12-09,36139,12244069,
2020-04-19 21:00,277,20059023,1965-07-22,312320,12145415,
2020-04-19 21:00,878,20082009,1983-05-21,423514,12239958,
2020-04-19 21:00,701,20074021,1957-12-01,367655,12211324,
2020-04-19 21:00,697,20074017,1967-03-23,403541,12210912,
2020-04-19 21:00,254,20058026,1990-03-27,401145,12141277,
2020-04-19 21:00,643,20072024,1976-11-23,420923,12203980,
2020-04-19 21:00,788,20079008,1951-04-02,384023,12228998,
2020-04-19 21:00,737,20077031,1998-03-06,400456,12222467,
2020-04-19 21:00,396,20064010,1987-08-02,424930,12167614,
2020-04-19 21:00,547,20070012,1971-09-19,403699,12191454,
2020-04-19 21:00,824,20080013,1954-05-13,35481,12233134,
2020-04-19 21:00,549,20070014,1972-02-21,7975,12192507,
2020-04-19 21:00,398,20064012,1978-07-23,401675,12170485,
2020-04-19 21:00,400,20064014,1969-05-18,365955,12167560,
2020-04-19 21:00,872,20082003,1995-08-26,416910,12242446,
2020-04-19 21:00,253,20058025,1974-07-20,41569,12138881,
2020-04-19 21:00,614,20071031,1944-09-10,418377,12196535,
2020-04-19 21:00,284,20059031,1976-07-23,275280,12143492,
2020-04-19 21:00,159,20056009,1998-05-12,420967,12129713,
2020-04-19 21:00,828,20080017,1956-06-13,425176,12232886,
2020-04-19 21:00,527,20068008,1963-10-09,425039,12185329,
2020-04-19 21:00,432,20065013,1954-06-03,50765,12174953,
2020-04-19 21:00,433,20065014,1952-11-06,420372,12171953,
2020-04-19 21:00,571,20070037,1949-02-12,392149,12192942,
2020-04-19 21:00,515,20067027,1982-01-20,394199,12182938,
2020-04-19 21:00,653,20072034,1985-08-26,424951,12204776,
2020-04-19 21:00,699,20074019,1977-06-12,359800,12211622,
2020-04-19 21:00,801,20079022,1984-02-25,12524,12231059,
2020-04-19 21:00,226,20057043,1961-07-09,381861,12132404,
2020-04-19 21:00,397,20064011,1968-03-31,21241,12168478,
2020-04-19 21:00,840,20081003,1962-05-24,53190,12237013,
2020-04-19 21:00,781,20079001,1967-05-02,47122,12230383,
2020-04-19 21:00,393,20064007,1963-02-11,312273,12168537,
2020-04-19 21:00,292,20060007,1977-09-31,394654,12151790,
2020-04-19 21:00,516,20067028,1964-06-14,50891,12183695,
2020-04-19 21:00,687,20074007,1962-02-01,28539,12211895,
2020-04-19 21:00,805,20079026,1979-02-21,387188,12230947,
2020-04-19 21:00,848,20081011,1965-11-10,51248,12237742,
2020-04-19 21:00,771,20078033,1978-08-24,381681,12224932,
2020-04-19 21:00,318,20061008,1991-12-27,424866,12155524,
2020-04-19 21:00,175,20056028,1969-12-03,393945,12129205,
2020-04-19 21:00,795,20079016,1960-11-05,425224,12231216,
2020-04-19 21:00,688,20074008,1986-01-16,378347,12210383,
2020-04-19 21:00,338,20061030,1984-01-17,16848,12154570,
2020-04-19 21:00,356,20062015,1956-10-09,424790,12156686,
2020-04-19 21:00,363,20063009,1970-07-16,47009,12162080,
2020-04-19 21:00,605,20071020,1950-08-17,406933,12197115,
2020-04-19 21:00,858,20081022,1972-12-17,420978,12238172,
2020-04-19 21:00,538,20070003,1986-04-10,406955,12193225,
2020-04-19 21:00,189,20057002,1963-08-25,31691,12135831,
2020-04-19 21:00,869,20081033,1951-02-26,301727,12238401,
2020-04-19 21:00,844,20081007,1976-03-02,389570,12237420,
2020-04-19 21:00,773,20078035,1951-07-05,35869,12226046,
2020-04-19 21:00,441,20065022,1951-12-20,25072,12171643,
2020-04-19 21:00,371,20063019,1972-07-19,424490,12161598,
2020-04-19 21:00,460,20066002,1964-11-16,305809,12178587,
2020-04-19 21:00,164,20056015,1970-04-16,22092,12126558,
2020-04-19 21:00,823,20080012,1985-02-28,415312,12234750,
2020-04-19 21:00,462,20066004,1974-03-23,338421,12175801,
2020-04-19 21:00,721,20077012,1956-10-22,24812,12219628,
2020-04-19 21:00,345,20062002,1968-09-24,38719,12156505,
2020-04-19 21:00,476,20066018,1968-02-04,424873,12178687,
2020-04-19 21:00,426,20065007,1978-01-23,20293,12173072,
2020-04-19 21:00,427,20065008,1980-07-15,321415,12173062,
2020-04-19 21:00,862,20081026,1966-03-05,425352,12238038,
2020-04-19 21:00,157,20056007,1951-04-21,41199,12128735,
2020-04-19 21:00,332,20061023,1960-12-16,370513,12154484,
2020-04-19 21:00,876,20082007,1960-03-10,22231,12240848,
2020-04-19 21:00,221,20057038,1957-11-13,424733,12136123,
2020-04-19 21:00,783,20079003,1973-09-14,391852,12230264,
2020-04-19 21:00,352,20062011,1968-04-28,424016,12158685,
2020-04-19 21:00,430,20065011,1988-01-15,415396,12172181,
2020-04-19 21:00,564,20070030,1967-12-02,420490,12194183,
2020-04-19 21:00,660,20073004,1956-11-07,419995,12205590,
2020-04-19 21:00,758,20078019,1955-04-22,335865,12224208,
2020-04-19 21:00,372,20063020,1960-06-29,364886,12163362,
2020-04-19 21:00,543,20070008,1988-02-13,310656,12192707,
2020-04-19 21:00,658,20073002,1980-11-24,377732,12206787,
2020-04-19 21:00,150,20055009,1969-05-22,376664,12125750,
2020-04-19 21:00,428,20065009,1954-10-29,38764,12171415,
2020-04-19 21:00,438,20065019,1975-02-24,23021,12174148,
2020-04-19 21:00,380,20063028,1968-02-14,31802,12162060,
2020-04-19 21:00,619,20071036,1955-09-18,48069,12197239,
2020-04-19 21:00,664,20073008,1961-11-28,275751,12206145,
2020-04-19 21:00,262,20059006,1949-03-08,289363,12146267,
2020-04-19 21:00,260,20059003,1975-01-05,418887,12144039,
2020-04-19 21:00,513,20067025,1955-10-05,38570,12183843,
2020-04-19 21:00,322,20061012,1962-02-14,301784,12154617,
2020-04-19 21:00,272,20059017,1972-04-10,420050,12145540,
2020-04-19 21:00,759,20078020,1957-11-27,414515,12226768,
2020-04-19 21:00,807,20079028,1995-03-12,425234,12228807,
2020-04-19 21:00,492,20067004,1967-05-14,280891,12184327,
2020-04-19 21:00,140,20054032,1959-12-08,420251,12120547,
2020-04-19 21:00,696,20074016,1965-01-14,424011,12211270,
2020-04-19 21:00,635,20072016,1995-06-01,417853,12205402,
2020-04-19 21:00,657,20073001,1974-06-12,358270,12206779,
2020-04-19 21:00,285,20059033,1970-07-18,23269,12144407,
2020-04-19 21:00,183,20056036,1962-05-11,40298,12127682,
2020-04-19 21:00,841,20081004,1964-08-25,301650,12236608,
2020-04-19 21:00,710,20077001,1947-03-26,6390,12220489,
2020-04-19 21:00,325,20061016,1993-03-16,424865,12155908,
2020-04-19 21:00,655,20072036,1965-02-19,6782,12203166,
2020-04-19 21:00,477,20066019,1971-07-21,424965,12178065,
2020-04-19 21:00,178,20056031,1975-01-01,358158,12127726,
2020-04-19 21:00,772,20078034,1970-01-18,36808,12225714,
2020-04-19 21:00,707,20074027,1979-05-12,411903,12211301,
2020-04-19 21:00,846,20081009,1988-04-10,417281,12239530,
2020-04-19 21:00,572,20070038,1990-08-17,326800,12192462,
2020-04-19 21:00,416,20064030,1993-03-02,423941,12166347,
2020-04-19 21:00,673,20073018,1976-10-10,44513,12207336,
2020-04-19 21:00,518,20067031,1960-04-04,289354,12183998,
2020-04-19 21:00,507,20067019,1990-05-25,387590,12183043,
2020-04-19 21:00,357,20063001,2001-10-15,424803,12163528,
2020-04-19 21:00,412,20064026,1980-01-24,423885,12167941,
2020-04-19 21:00,233,20057050,1963-07-17,359330,12132856,
2020-04-19 21:00,808,20079029,1976-05-12,336514,12232229,
2020-04-19 21:00,695,20074015,1984-10-05,424536,12210841,
2020-04-19 21:00,790,20079010,1980-02-21,424889,12229577,
2020-04-19 21:00,864,20081028,1989-11-03,417206,12237974,
2020-04-19 21:00,489,20067001,1972-05-05,415351,12180720,
2020-04-19 21:00,617,20071034,1968-10-31,47160,12200449,
2020-04-19 21:00,324,20061014,1953-09-20,44897,12154679,
2020-04-19 21:00,821,20080010,1989-08-31,355738,12232509,
2020-04-19 21:00,367,20063014,1980-02-19,405986,12164354,
2020-04-19 21:00,270,20059015,1963-07-20,27918,12143516,
2020-04-19 21:00,712,20077003,1953-12-22,286250,12220086,
2020-04-19 21:00,589,20071003,1963-07-18,404215,12196673,
2020-04-19 21:00,225,20057042,1964-08-26,14315,12131953,
2020-04-19 21:00,382,20063030,1945-02-13,419223,12161418,
2020-04-19 21:00,811,20079032,1962-01-01,412910,12230500,
2020-04-19 21:00,512,20067024,1966-01-19,274870,12181660,
2020-04-19 21:00,388,20064002,1981-01-12,406693,12168779,
2020-04-19 21:00,431,20065012,1989-01-12,362128,12170737,
2020-04-19 21:00,440,20065021,1968-10-11,309859,12172518,
2020-04-19 21:00,384,20063032,1973-03-01,324436,12161186,
2020-04-19 21:00,391,20064005,1961-07-08,10203,12167537,
2020-04-19 21:00,825,20080014,1979-05-07,391277,12232945,
2020-04-19 21:00,447,20065028,1962-02-02,419270,12172559,
2020-04-19 21:00,792,20079013,1980-11-09,425304,12230887,
2020-04-19 21:00,742,20078002,1956-02-04,317197,12228054,
2020-04-19 21:00,540,20070005,1968-10-16,395893,12193696,
2020-04-19 21:00,295,20060011,1954-11-23,29342,12148099,
2020-04-19 21:00,731,20077025,1996-11-16,415595,12223846,
2020-04-19 21:00,316,20061006,1990-08-30,418387,12153261,
2020-04-19 21:00,495,20067007,1964-05-17,332934,12180621,
2020-04-19 21:00,671,20073015,1961-10-25,41093,12207398,
2020-04-19 21:00,749,20078009,1964-12-04,382598,12224710,
2020-04-19 21:00,630,20072011,1990-10-03,423549,12200808,
2020-04-19 21:00,321,20061011,1953-12-31,15716,12154577,
2020-04-19 21:00,804,20079025,1955-10-17,371321,12229968,
2020-04-19 21:00,455,20065036,1968-03-30,378849,12175051,
2020-04-19 21:00,235,20058004,1959-06-27,33124,12139181,
2020-04-19 21:00,678,20073023,1982-08-05,423676,12206251,
2020-04-19 21:00,679,20073024,1946-01-03,397737,12208000,
2020-04-19 21:00,719,20077010,1989-06-03,378909,12220277,
2020-04-19 21:00,483,20066025,1969-02-01,382226,12177556,
2020-04-19 21:00,296,20060012,1971-12-31,311065,12151912,
2020-04-19 21:00,591,20071005,1971-11-23,38110,12197079,
2020-04-19 21:00,745,20078005,1962-04-19,40112,12227683,
2020-04-19 21:00,522,20068003,1993-08-10,425052,12187038,
2020-04-19 21:00,716,20077007,1983-02-19,325346,12222263,
2020-04-19 21:00,853,20081017,1983-06-20,425350,12236256,
2020-04-19 21:00,504,20067016,1974-05-26,294589,12180857,
2020-04-19 21:00,300,20060016,1957-09-14,404638,12151980,
2020-04-19 21:00,845,20081008,1981-03-04,425323,12236550,
2020-04-19 21:00,661,20073005,1972-12-27,308948,12208088,
2020-04-19 21:00,303,20060019,1970-01-07,383725,12149635,
2020-04-19 21:00,628,20072009,1988-08-05,425147,12202095,
2020-04-19 21:00,859,20081023,1975-10-13,423975,12237105,
2020-04-19 21:00,834,20080023,1977-06-29,421695,12234837,
2020-04-19 21:00,640,20072021,1976-10-20,424723,12202951,
2020-04-19 21:00,677,20073022,1965-01-21,56701,12208568,
2020-04-19 21:00,358,20063003,1952-05-17,396612,12163234,
2020-04-19 21:00,172,20056025,1991-02-23,401323,12128987,
2020-04-19 21:00,487,20066030,1994-09-19,367062,12177071,
2020-04-19 21:00,651,20072032,1966-04-03,424372,12203803,
2020-04-19 21:00,339,20061031,1946-02-27,413079,12154685,
2020-04-19 21:00,832,20080021,1957-03-05,291800,12233264,
2020-04-19 21:00,852,20081016,1965-04-19,287212,12237180,
2020-04-19 21:00,622,20072002,1958-03-29,387903,12201193,
2020-04-19 21:00,855,20081019,1982-12-26,32950,12237094,
2020-04-19 21:00,472,20066014,1990-02-28,305621,12177015,
2020-04-19 21:00,201,20057016,1957-06-08,416603,12132902,
2020-04-19 21:00,326,20061017,1972-06-14,43245,12156095,
2020-04-19 21:00,669,20073013,1994-09-13,424722,12206226,
2020-04-19 21:00,514,20067026,1988-09-26,421001,12182941,
2020-04-19 21:00,751,20078011,1969-05-05,411294,12223999,
2020-04-19 21:00,663,20073007,1992-11-20,425097,12208613,
2020-04-19 21:00,153,20056003,1956-06-03,404886,12128188,
2020-04-19 21:00,768,20078030,1989-04-15,418428,12226926,
2020-04-19 21:00,725,20077018,1960-11-10,320978,12220063,
2020-04-19 21:00,778,20078040,1979-12-19,294738,12226331,
2020-04-19 21:00,581,20070047,1948-09-21,336126,12191729,
2020-04-19 21:00,245,20058016,1975-01-29,420927,12137556,
2020-04-19 21:00,215,20057032,1981-02-17,363294,12135450,
2020-04-19 21:00,659,20073003,1974-01-04,407289,12208134,
2020-04-19 21:00,566,20070032,1979-02-16,425078,12194191,
2020-04-19 21:00,738,20077032,1984-10-28,367563,12221053,
2020-04-19 21:00,250,20058022,1954-06-20,370808,12140293,
2020-04-19 21:00,141,20054033,1990-04-03,392854,12119670,
2020-04-19 21:00,818,20080007,1989-04-07,293958,12235885,
2020-04-19 21:00,838,20081001,1991-07-06,414014,12236279,
2020-04-19 21:00,817,20080006,1980-03-28,417981,12234011,
2020-04-19 21:00,133,20054025,1981-05-19,6830,12120489,
2020-04-19 21:00,750,20078010,1964-05-29,30581,12224319,
2020-04-19 21:00,670,20073014,1966-08-17,50628,12207367,
2020-04-19 21:00,360,20063006,1983-01-08,423911,12164230,
2020-04-19 21:00,494,20067006,1981-11-10,401351,12182168,
2020-04-19 21:00,882,20083002,1964-07-14,39852,12244366,
2020-04-19 21:00,461,20066003,1971-07-04,419656,12178266,
2020-04-19 21:00,261,20059005,1984-04-13,423856,12143054,
2020-04-19 21:00,595,20071009,1963-01-23,47659,12197907,
2020-04-19 21:00,390,20064004,1974-05-21,28987,12167798,
2020-04-19 21:00,145,20055004,1975-12-29,374903,12122613,
2020-04-19 21:00,585,20070051,1986-10-21,410056,12192336,
2020-04-19 21:00,592,20071006,1959-09-23,327727,12199361,
2020-04-19 21:00,782,20079002,1960-10-02,298995,12232025,
2020-04-19 21:00,618,20071035,1987-11-30,424752,12197708,
2020-04-19 21:00,555,20070021,1982-07-13,394281,12193169,
2020-04-19 21:00,456,20065037,1981-12-27,386722,12171103,
2020-04-19 21:00,611,20071028,1966-06-29,425107,12197812,
2020-04-19 21:00,874,20082005,1978-09-30,302362,12242597,
2020-04-19 21:00,802,20079023,1992-11-02,415281,12229413,
2020-04-19 21:00,452,20065033,1985-08-03,307219,12170901,
2020-04-19 21:00,374,20063022,1959-06-18,15628,12161709,
2020-04-19 21:00,887,20083007,1955-08-22,37053,12242923,
2020-04-19 21:00,813,20080002,1967-04-16,393217,12235079,
2020-04-19 21:00,888,20083008,1973-07-21,20787,12242757,
2020-04-19 21:00,493,20067005,1968-02-01,288240,12184519,
2020-04-19 21:00,703,20074023,1961-11-16,405666,12214006,
2020-04-19 21:00,156,20056006,1963-03-11,424561,12129131,
2020-04-19 21:00,539,20070004,1963-10-07,43023,12192303,
2020-04-19 21:00,341,20061033,1973-03-21,413370,12156103,
2020-04-19 21:00,365,20063012,1978-06-04,355122,12160268,
2020-04-19 21:00,567,20070033,1982-05-17,408724,12191778,
2020-04-19 21:00,867,20081031,1953-12-16,384251,12238830,
2020-04-19 21:00,787,20079007,1991-11-30,379901,12231366,
2020-04-19 21:00,169,20056021,1959-06-11,288200,12129185,
2020-04-19 21:00,558,20070024,1982-10-07,424417,12193729,
2020-04-19 21:00,796,20079017,1955-05-25,419773,12229631,
2020-04-19 21:00,293,20060009,1964-07-23,415619,12149454,
2020-04-19 21:00,152,20056002,1962-10-29,13753,12127061,
2020-04-19 21:00,799,20079020,1974-05-15,39468,12229800,
2020-04-19 21:00,715,20077006,1995-03-15,410124,12221417,
2020-04-19 21:00,681,20074001,1969-07-15,19489,12211884,
2020-04-19 21:00,414,20064028,1956-06-14,368809,12169231,
2020-04-19 21:00,523,20068004,1949-07-06,391688,12187725,
2020-04-19 21:00,616,20071033,1969-02-24,425110,12197966,
2020-04-19 21:00,469,20066011,1997-05-18,424993,12176919,
2020-04-19 21:00,586,20070052,1958-08-11,305811,12191701,
2020-04-19 21:00,740,20077034,1959-07-21,385321,12220696,
2020-04-19 21:00,627,20072008,1964-10-10,273884,12202456,
2020-04-19 21:00,744,20078004,1978-02-02,56662,12227993,
2020-04-19 21:00,301,20060017,1989-06-18,422461,12147896,
2020-04-19 21:00,505,20067017,1968-09-20,290841,12181788,
2020-04-19 21:00,536,20070001,1972-10-28,323776,12193961,
2020-04-19 21:00,587,20071001,1976-05-29,7579,12200156,
2020-04-19 21:00,207,20057024,1976-05-06,22911,12132900,
2020-04-19 21:00,873,20082004,1962-12-23,423245,12241527,
2020-04-19 21:00,842,20081005,1979-01-15,368602,12236371,
2020-04-19 21:00,556,20070022,1967-12-21,349020,12193106,
2020-04-19 21:00,473,20066015,1962-10-18,6812,12179866,
2020-04-19 21:00,488,20066032,1959-09-06,53399,12176823,
2020-04-19 21:00,722,20077013,1945-08-16,378042,12221123,
2020-04-19 21:00,570,20070036,1963-08-04,389444,12195012,
2020-04-19 21:00,436,20065017,1959-10-14,379348,12171821,
2020-04-19 21:00,306,20060022,1967-08-30,411157,12150140,
2020-04-19 21:00,857,20081021,1978-03-20,377561,12238818,
2020-04-19 21:00,439,20065020,1993-11-01,398785,12173463,
2020-04-19 21:00,624,20072004,1977-04-27,36516,12202441,
2020-04-19 21:00,353,20062012,1975-07-02,420114,12158275,
2020-04-19 21:00,506,20067018,1986-03-01,398976,12182624,
2020-04-19 21:00,526,20068007,1954-08-01,425051,12187079,
2020-04-19 21:00,561,20070027,1982-02-07,407266,12193595,
2020-04-19 21:00,724,20077016,1971-12-28,305648,12223054,
2020-04-19 21:00,499,20067011,1949-05-01,391655,12182706,
2020-04-19 21:00,320,20061010,1956-03-25,33000,12154584,
2020-04-19 21:00,529,20069002,1988-04-19,369942,12189815,
2020-04-19 21:00,752,20078012,1978-12-05,286712,12225741,
2020-04-19 21:00,871,20082002,1959-04-26,19219,12240635,
2020-04-19 21:00,641,20072022,1984-07-24,425148,12203427,
2020-04-19 21:00,401,20064015,1980-04-15,333506,12168363,
2020-04-19 21:00,269,20059014,1991-12-19,390473,12145928,
2020-04-19 21:00,442,20065023,1968-08-03,389105,12171334,
2020-04-19 21:00,629,20072010,1987-09-19,291384,12203597,
2020-04-19 21:00,620,20071037,1962-12-09,12750,12198378,
2020-04-19 21:00,454,20065035,1980-09-21,374565,12171680,
2020-04-19 21:00,139,20054031,1965-04-02,357778,12120395,
2020-04-19 21:00,533,20069008,1958-09-16,32092,12189500,
2020-04-19 21:00,870,20082001,1983-12-20,53778,12241321,
2020-04-19 21:00,854,20081018,1988-04-02,418752,12238663,
2020-04-19 21:00,656,20072037,1959-12-13,34953,12201948,
2020-04-19 21:00,763,20078025,1975-09-11,405667,12226245,
2020-04-19 21:00,662,20073006,1984-01-16,395113,12208857,
2020-04-19 21:00,148,20055007,1976-04-29,8896,12123700,
2020-04-19 21:00,423,20065004,1978-07-23,267705,12171755,
2020-04-19 21:00,475,20066017,1964-09-11,13864,12179370,
2020-04-19 21:00,249,20058021,1978-05-31,406257,12137651,
2020-04-19 21:00,727,20077021,1964-03-18,14750,12221165,
2020-04-19 21:00,228,20057045,1980-08-02,21433,12135839,
2020-04-19 21:00,893,20083013,1962-10-23,408389,12243796,
2020-04-19 21:00,700,20074020,1973-09-17,395206,12210788,
2020-04-19 21:00,425,20065006,1973-04-09,313355,12173763,
2020-04-19 21:00,237,20058007,1976-01-13,14945,12140747,
2020-04-19 21:00,812,20080001,1945-02-21,421741,12233065,
2020-04-19 21:00,265,20059010,1950-02-28,47252,12143193,
2020-04-19 21:00,346,20062003,1986-04-19,11332,12157422,
2020-04-19 21:00,803,20079024,1983-11-05,425240,12232021,
2020-04-19 21:00,497,20067009,1972-12-18,21823,12181281,
2020-04-19 21:00,676,20073021,1969-06-19,21236,12207028,
2020-04-19 21:00,634,20072015,1990-08-09,310398,12205164,
2020-04-19 21:00,705,20074025,1961-12-30,389020,12210259,
2020-04-19 21:00,574,20070040,1963-01-09,27224,12194246,
2020-04-19 21:00,402,20064016,1961-09-05,404981,12166139,
2020-04-19 21:00,184,20056037,1971-09-10,313808,12130083,
2020-04-19 21:00,474,20066016,1979-03-15,43301,12177666,
2020-04-19 21:00,675,20073020,1973-03-04,411976,12206059,
2020-04-19 21:00,652,20072033,1967-09-02,417762,12201652,
2020-04-19 21:00,525,20068006,1948-10-02,424396,12185381,
2020-04-19 21:00,800,20079021,1962-12-08,52949,12231142,
2020-04-19 21:00,850,20081013,1970-08-14,421394,12238301,
2020-04-19 21:00,879,20082010,1986-12-23,396021,12240236,
2020-04-19 21:00,554,20070020,1957-05-02,6414,12190966,
2020-04-19 21:00,188,20057001,1975-12-18,414601,12135813,
2020-04-19 21:00,579,20070045,1944-06-20,397892,12192456,
2020-04-19 21:00,784,20079004,1963-05-15,20054,12231478,
2020-04-19 21:00,666,20073010,1994-05-04,415215,12205996,
2020-04-19 21:00,734,20077028,1951-10-06,381944,12222722,
2020-04-19 21:00,612,20071029,1961-05-29,339447,12199840,
2020-04-19 21:00,557,20070023,1978-11-08,281466,12193148,
2020-04-19 21:00,129,20054021,1994-06-08,420313,12121876,
2020-04-19 21:00,134,20054026,1964-10-11,301387,12120417,
2020-04-19 21:00,195,20057009,1959-09-15,422224,12135894,
2020-04-19 21:00,256,20058028,1976-12-10,344295,12139320,
2020-04-19 21:00,510,20067022,1987-01-17,296382,12181625,
2020-04-19 21:00,839,20081002,1958-07-26,402900,12236245,
2020-04-19 21:00,797,20079018,1983-03-17,338775,12229731,
2020-04-19 21:00,369,20063016,1988-12-09,423234,12162917,
2020-04-19 21:00,875,20082006,1976-01-03,36061,12240900,
2020-04-19 21:00,258,20059001,1971-12-14,305257,12145904,
2020-04-19 21:00,606,20071021,1980-06-18,17285,12198065,
2020-04-19 21:00,837,20080026,1949-12-06,386576,12235308,
2020-04-19 21:00,335,20061027,1964-09-16,423798,12154555,
2020-04-19 21:00,531,20069005,1962-05-08,13405,12189451,
2020-04-19 21:00,334,20061026,1960-08-11,373912,12154574,
2020-04-19 21:00,194,20057008,1978-06-16,12333,12131537,
2020-04-19 21:00,239,20058009,1976-09-05,378991,12139431,
2020-04-19 21:00,881,20083001,1952-10-11,320366,12243692,
2020-04-19 21:00,642,20072023,1981-12-01,369682,12202467,
2020-04-19 21:00,777,20078039,1944-01-30,351349,12227734,
2020-04-19 21:00,149,20055008,1976-04-17,414123,12123486,
2020-04-19 21:00,607,20071023,1958-08-06,30668,12199036,
2020-04-19 21:00,843,20081006,1956-03-07,292382,12237098,
2020-04-19 21:00,820,20080009,1975-10-19,400807,12234017,
2020-04-19 21:00,541,20070006,1988-11-02,314910,12192869,
2020-04-19 21:00,408,20064022,1964-08-14,334243,12170196,
2020-04-19 21:00,451,20065032,1972-10-07,21862,12171463,
2020-04-19 21:00,171,20056024,1987-07-10,286124,12129635,
2020-04-19 21:00,683,20074003,1970-07-08,291511,12211168,
2020-04-19 21:00,860,20081024,1978-02-18,351196,12237335,
2020-04-19 21:00,219,20057036,1960-12-04,405508,12134808,
2020-04-19 21:00,376,20063024,1964-06-08,421952,12163128,
2020-04-19 21:00,222,20057039,1962-05-31,10079,12133066,
2020-04-19 21:00,775,20078037,1989-01-13,307587,12226483,
2020-04-19 21:00,544,20070009,1982-05-10,7040,12192680,
2020-04-19 21:00,597,20071011,1982-03-20,321361,12197945,
2020-04-19 21:00,470,20066012,1955-04-22,408390,12178931,
2020-04-19 21:00,535,20069010,1949-03-08,42427,12188252,
2020-04-19 21:00,327,20061018,1996-01-10,424003,12153655,
2020-04-19 21:00,680,20073025,1978-12-01,395825,12209626,
2020-04-19 21:00,457,20065038,1958-08-29,330090,12172957,
2020-04-19 21:00,163,20056014,1967-09-16,423685,12128836,
2020-04-19 21:00,302,20060018,1960-10-11,289604,12148413,
2020-04-19 21:00,532,20069006,1954-08-17,21971,12189009,
2020-04-19 21:00,409,20064023,1952-12-23,359821,12168763,
2020-04-19 21:00,691,20074011,1965-03-26,43638,12210567,
2020-04-19 21:00,588,20071002,1990-10-09,419890,12199437,
2020-04-19 21:00,294,20060010,1958-11-25,387155,12149150,
2020-04-19 21:00,754,20078014,1955-03-31,56699,12228345,
2020-04-19 21:00,274,20059019,1963-03-27,286316,12144431,
2020-04-19 21:00,282,20059029,1972-05-26,25863,12144603,
2020-04-19 21:00,181,20056034,1959-12-28,37106,12129939,
2020-04-19 21:00,417,20064031,1988-01-09,416402,12168542,
2020-04-19 21:00,684,20074004,1951-06-24,291987,12212488,
2020-04-19 21:00,519,20067032,1970-09-21,369953,12182318,
2020-04-19 21:00,403,20064017,1950-12-03,38989,12167362,
2020-04-19 21:00,573,20070039,1987-02-20,334562,12193258,
2020-04-19 21:00,508,20067020,1984-08-20,11968,12183319,
2020-04-19 21:00,186,20056041,1944-10-03,41581,12127554,
2020-04-19 21:00,138,20054030,1971-06-17,326171,12119255,
2020-04-19 21:00,480,20066022,1952-07-30,330949,12177306,
2020-04-19 21:00,723,20077014,1981-06-24,378211,12223912,
2020-04-19 21:00,665,20073009,1952-09-26,15187,12208118,
2020-04-19 21:00,568,20070034,1996-09-18,425082,12194658,
2020-04-19 21:00,147,20055006,1972-08-02,36071,12123533,
2020-04-19 21:00,528,20069001,1958-11-22,360616,12189636,
2020-04-19 21:00,582,20070048,1964-07-14,424972,12194280,
2020-04-19 21:00,530,20069003,1956-12-14,36434,12190114,
2020-04-19 21:00,520,20067033,1974-03-30,338396,12182770,
2020-04-19 21:00,826,20080015,1958-01-06,281270,12235617,
2020-04-19 21:00,827,20080016,1984-05-12,421410,12233153,
